Production_budget_m,Domestic_gross_m,Worldwide_gross_m,Budget_Level
33.0,11.00877,21.621188,Mid
33.0,8.408835,8.408835,Mid
33.0,0.070958,0.070958,Mid
32.5,169.211718,289.632023,Mid
32.5,34.194407,112.964875,Mid
32.5,21.819348,48.425971,Mid
32.5,17.288155,24.159934,Mid
32.0,178.1,224.912848,Mid
32.0,104.636382,152.036382,Mid
32.0,81.150692,116.898028,Mid
32.0,80.197993,99.296462,Mid
32.0,59.450353,59.450796,Mid
32.0,57.74472,70.587268,Mid
32.0,54.712227,140.428499,Mid
32.0,50.041732,89.441732,Mid
32.0,48.814909,82.339483,Mid
32.0,48.795601,91.444095,Mid
32.0,37.915414,82.33245,Mid
32.0,36.29967,36.29967,Mid
32.0,35.193167,77.593167,Mid
32.0,34.175,94.875,Mid
32.0,31.762808,61.404394,Mid
32.0,31.493782,61.477797,Mid
32.0,22.537881,27.392609,Mid
32.0,18.55246,18.55246,Mid
32.0,17.848322,29.939591,Mid
32.0,17.839115,31.178942,Mid
32.0,17.804299,43.60399,Mid
32.0,13.942007,18.195238,Mid
32.0,10.977721,79.915361,Mid
32.0,4.357406,4.357406,Mid
32.0,3.588602,3.588602,Mid
32.0,2.89997,2.89997,Mid
32.0,1.308696,6.678033,Mid
31.5,83.53586,85.965391,Mid
31.0,95.020213,97.470701,Mid
31.0,93.772375,160.558438,Mid
31.0,70.3,210.3,Mid
31.0,59.076019,163.503514,Mid
31.0,58.884188,102.3065,Mid
31.0,53.20818,53.20818,Mid
31.0,44.983704,68.079671,Mid
31.0,24.185781,30.885781,Mid
31.0,12.482741,15.826984,Mid
30.25,72.021008,115.021008,Mid
30.0,242.604185,295.585416,Mid
30.0,192.523233,365.270951,Mid
30.0,174.532921,237.814149,Mid
30.0,170.687518,306.770545,Mid
30.0,163.479795,228.641283,Mid
30.0,145.09682,286.5,Mid
30.0,125.01403,197.61816,Mid
30.0,121.248145,283.2,Mid
30.0,120.709866,200.5,Mid
30.0,115.719751,136.771683,Mid
30.0,115.646235,212.453431,Mid
30.0,114.326736,167.791704,Mid
30.0,113.502246,191.502243,Mid
30.0,108.360063,212.4,Mid
30.0,108.244774,165.334774,Mid
30.0,106.885658,176.885658,Mid
30.0,105.489203,181.489203,Mid
30.0,100.492203,231.928227,Mid
30.0,100.125643,328.125643,Mid
30.0,90.135191,156.82202,Mid
30.0,87.044645,106.03066,Mid
30.0,81.001787,115.937163,Mid
30.0,79.576189,169.173206,Mid
30.0,76.808654,160.247805,Mid
30.0,76.501438,103.284813,Mid
30.0,74.787599,74.787599,Mid
30.0,74.494381,92.494381,Mid
30.0,66.502573,160.502573,Mid
30.0,66.486205,170.466405,Mid
30.0,66.380662,114.834312,Mid
30.0,65.005217,107.054484,Mid
30.0,64.251538,122.529966,Mid
30.0,64.172251,71.172251,Mid
30.0,63.65891,246.1,Mid
30.0,63.536011,133.085295,Mid
30.0,63.172463,105.47531,Mid
30.0,61.255921,61.95077,Mid
30.0,60.857262,95.857262,Mid
30.0,60.494212,64.170447,Mid
30.0,60.110313,81.529,Mid
30.0,58.71551,115.150424,Mid
30.0,58.156435,65.12128,Mid
30.0,56.816662,162.275213,Mid
30.0,56.44312,150.80763,Mid
30.0,53.359111,114.770654,Mid
30.0,53.059911,65.859911,Mid
30.0,53.059911,65.859911,Mid
30.0,53.032453,82.148538,Mid
30.0,52.990775,83.282296,Mid
30.0,52.880016,52.880016,Mid
30.0,52.421953,94.156456,Mid
30.0,52.210049,70.2,Mid
30.0,51.573925,98.345423,Mid
30.0,51.432423,62.432423,Mid
30.0,51.041856,51.041856,Mid
30.0,50.980159,129.779728,Mid
30.0,50.32796,152.62796,Mid
30.0,50.081992,140.081992,Mid
30.0,49.772522,89.809433,Mid
30.0,46.889293,84.264182,Mid
30.0,45.892212,133.892212,Mid
30.0,45.892212,133.892212,Mid
30.0,45.015999,45.017134,Mid
30.0,44.947622,80.147166,Mid
30.0,44.338224,54.052249,Mid
30.0,43.037835,76.01051,Mid
30.0,42.647449,42.79906,Mid
30.0,42.629776,68.984536,Mid
30.0,42.400223,165.889117,Mid
30.0,42.070939,47.902566,Mid
30.0,40.43519,53.572822,Mid
30.0,40.259119,65.343694,Mid
30.0,40.11842,51.61842,Mid
30.0,39.568996,80.276156,Mid
30.0,38.747385,38.747385,Mid
30.0,38.501125,73.098159,Mid
30.0,38.432823,41.457834,Mid
30.0,38.413606,81.613606,Mid
30.0,38.233676,84.646831,Mid
30.0,38.122,38.122,Mid
30.0,36.918811,80.588942,Mid
30.0,36.918811,80.588942,Mid
30.0,36.276286,56.0962,Mid
30.0,35.927406,51.327406,Mid
30.0,35.608245,61.449135,Mid
30.0,35.266619,82.40952,Mid
30.0,35.15075,123.428868,Mid
30.0,34.742066,65.390493,Mid
30.0,34.017028,48.575965,Mid
30.0,32.363404,46.438538,Mid
30.0,32.267774,38.462071,Mid
30.0,32.172757,66.742138,Mid
30.0,31.749894,48.559999,Mid
30.0,30.577122,87.956618,Mid
30.0,30.569935,33.339868,Mid
30.0,28.700285,61.623819,Mid
30.0,26.692846,50.145607,Mid
30.0,26.528684,29.203383,Mid
30.0,26.214846,28.986358,Mid
30.0,24.004833,25.947983,Mid
30.0,23.998226,23.998226,Mid
30.0,23.337196,26.708196,Mid
30.0,23.20931,108.957098,Mid
30.0,22.530295,60.772856,Mid
30.0,21.800302,21.827296,Mid
30.0,21.360215,21.360215,Mid
30.0,21.148651,67.255916,Mid
30.0,20.868638,21.709539,Mid
30.0,20.783704,33.296659,Mid
30.0,20.422207,21.758371,Mid
30.0,20.300157,29.11632,Mid
30.0,19.700032,57.814445,Mid
30.0,19.316646,60.51268,Mid
30.0,19.035741,19.035741,Mid
30.0,18.985794,263.502914,Mid
30.0,18.522064,30.962112,Mid
30.0,18.324242,23.676771,Mid
30.0,18.298649,40.520649,Mid
30.0,17.766658,35.579007,Mid
30.0,17.716215,42.235744,Mid
30.0,17.266505,36.722311,Mid
30.0,17.192205,19.892205,Mid
30.0,16.323969,26.323969,Mid
30.0,16.295774,16.295774,Mid
30.0,15.740721,32.262866,Mid
30.0,15.342746,29.735222,Mid
30.0,15.007991,27.147991,Mid
30.0,14.334645,16.873925,Mid
30.0,14.208384,15.358583,Mid
30.0,14.163574,32.609631,Mid
30.0,13.001257,21.577076,Mid
30.0,12.712093,26.1844,Mid
30.0,12.406646,12.885574,Mid
30.0,12.050299,48.330757,Mid
30.0,12.017369,12.017369,Mid
30.0,11.578022,11.578022,Mid
30.0,10.965209,17.865209,Mid
30.0,10.895295,19.599974,Mid
30.0,9.362785,56.511457,Mid
30.0,9.05501,10.419084,Mid
30.0,8.535575,18.535575,Mid
30.0,7.885294,16.481405,Mid
30.0,7.743794,32.825217,Mid
30.0,7.743794,32.825217,Mid
30.0,7.689607,64.352607,Mid
30.0,6.916869,7.005468,Mid
30.0,5.718096,10.383524,Mid
30.0,5.321508,5.576072,Mid
30.0,4.41217,159.369278,Mid
30.0,4.211129,8.786287,Mid
30.0,4.211129,8.786287,Mid
30.0,4.167493,4.967493,Mid
30.0,4.046429,9.037427,Mid
30.0,3.765585,18.765585,Mid
30.0,3.517797,6.460758,Mid
30.0,3.10255,3.25255,Mid
30.0,3.005605,35.891257,Mid
30.0,1.070714,1.131683,Mid
30.0,1.070714,1.131683,Mid
30.0,1.044212,1.309971,Mid
30.0,0.53869,3.721988,Mid
30.0,0.0032,4.315789,Mid
30.0,0.000918,0.168832,Mid
29.2,2.280004,5.466698,Mid
29.0,184.29623,287.215196,Mid
29.0,119.519402,187.707495,Mid
29.0,77.33913,104.145633,Mid
29.0,63.07756,78.652207,Mid
29.0,57.141459,168.841459,Mid
29.0,56.330657,97.413527,Mid
29.0,51.636504,51.636504,Mid
29.0,37.036404,45.336404,Mid
29.0,27.778642,49.046121,Mid
29.0,27.38377,56.000339,Mid
29.0,22.169514,26.563888,Mid
29.0,18.622031,28.452945,Mid
29.0,17.01619,24.71619,Mid
29.0,16.930185,20.14615,Mid
29.0,16.007718,33.013805,Mid
29.0,9.591094,16.017096,Mid
29.0,7.460204,10.066366,Mid
29.0,5.899797,25.899797,Mid
29.0,3.149935,4.131781,Mid
28.7,4.559569,4.559569,Mid
28.5,6.301131,15.452978,Mid
28.0,217.350219,504.050219,Mid
28.0,179.880271,333.080271,Mid
28.0,161.197785,202.182981,Mid
28.0,115.108515,140.886353,Mid
28.0,100.494685,140.894685,Mid
28.0,81.675242,139.434346,Mid
28.0,79.096868,258.21086,Mid
28.0,74.058698,105.159085,Mid
28.0,72.110659,127.71055,Mid
28.0,71.39912,94.050951,Mid
28.0,70.25987,133.162752,Mid
28.0,68.947075,95.592669,Mid
28.0,67.300955,94.500826,Mid
28.0,64.378093,64.474705,Mid
28.0,63.914167,112.914167,Mid
28.0,60.400856,94.728529,Mid
28.0,58.990765,103.452875,Mid
28.0,54.8,195.3,Mid
28.0,54.730625,77.024944,Mid
28.0,52.353636,71.430876,Mid
28.0,52.131264,82.119036,Mid
28.0,50.25531,77.477297,Mid
28.0,48.071303,97.531134,Mid
28.0,45.17225,60.780981,Mid
28.0,44.853581,102.053581,Mid
28.0,44.10106,45.147989,Mid
28.0,43.107979,91.943956,Mid
28.0,38.372662,126.549607,Mid
28.0,37.688,37.688,Mid
28.0,37.053924,41.146935,Mid
28.0,33.000377,33.000377,Mid
28.0,32.656328,39.538663,Mid
28.0,31.390587,31.390587,Mid
28.0,30.697999,38.9599,Mid
28.0,28.795985,63.129909,Mid
28.0,28.563179,55.307857,Mid
28.0,26.017685,62.108587,Mid
28.0,24.307106,46.752858,Mid
28.0,20.396829,73.421224,Mid
28.0,17.32665,38.159905,Mid
28.0,16.779636,31.320293,Mid
28.0,14.439985,30.295028,Mid
28.0,10.907291,16.6383,Mid
28.0,8.891623,8.891623,Mid
28.0,8.165213,8.165213,Mid
28.0,5.686694,5.686694,Mid
28.0,2.775593,12.031443,Mid
27.5,148.761765,219.265952,Mid
27.5,67.9,187.5,Mid
27.5,30.932113,31.157914,Mid
27.5,27.187653,27.187896,Mid
27.5,17.510118,50.578411,Mid
27.5,9.736045,26.939925,Mid
27.5,4.463292,15.815509,Mid
27.0,79.249455,155.564919,Mid
27.0,74.888996,96.9,Mid
27.0,74.152591,230.779191,Mid
27.0,60.527873,60.527873,Mid
27.0,57.22989,57.245093,Mid
27.0,44.342956,44.342956,Mid
27.0,44.089964,44.270131,Mid
27.0,41.012075,93.466095,Mid
27.0,40.803,130.759651,Mid
27.0,31.770413,31.770413,Mid
27.0,22.495466,55.495466,Mid
27.0,21.5,21.500213,Mid
27.0,14.435076,27.257061,Mid
27.0,13.848978,45.16011,Mid
27.0,12.834849,13.174426,Mid
27.0,10.618813,10.618813,Mid
27.0,10.341093,10.341093,Mid
27.0,8.712564,8.7236,Mid
27.0,7.50031,9.352089,Mid
27.0,4.485485,4.485485,Mid
27.0,1.090947,2.412123,Mid
27.0,0.765637,1.545064,Mid
27.0,0.319976,0.325943,Mid
26.0,146.336178,185.90475,Mid
26.0,110.222438,160.822438,Mid
26.0,100.317794,279.5,Mid
26.0,91.457688,202.0,Mid
26.0,87.34138,102.404019,Mid
26.0,77.324422,201.324422,Mid
26.0,65.705772,65.705772,Mid
26.0,61.308153,61.308153,Mid
26.0,58.331254,68.613992,Mid
26.0,57.891803,96.666486,Mid
26.0,50.8,50.8,Mid
26.0,49.875291,81.275291,Mid
26.0,46.896664,90.396664,Mid
26.0,45.506619,75.763814,Mid
26.0,45.489752,63.463195,Mid
26.0,40.16808,67.647574,Mid
26.0,37.397291,54.393687,Mid
26.0,36.985501,38.788828,Mid
26.0,33.2,33.2,Mid
26.0,28.544157,45.04387,Mid
26.0,26.766213,41.059418,Mid
26.0,23.514247,28.703083,Mid
26.0,17.782176,23.345113,Mid
26.0,16.52141,16.52141,Mid
26.0,16.008272,30.601801,Mid
26.0,14.469428,14.49477,Mid
26.0,9.277736,18.477276,Mid
26.0,7.496522,18.496522,Mid
26.0,5.478009,7.053949,Mid
26.0,3.254172,6.154172,Mid
26.0,0.042472,2.923959,Mid
26.0,0.042472,2.923959,Mid
25.53,20.08002,30.593313,Mid
25.5,33.579798,86.301599,Mid
25.1,25.534493,28.575778,Mid
25.0,370.78293,622.313635,Mid
25.0,219.195051,441.286003,Mid
25.0,172.825435,412.8,Mid
25.0,169.705587,213.120004,Mid
25.0,169.607287,230.677636,Mid
25.0,148.095302,274.543085,Mid
25.0,145.000989,226.941585,Mid
25.0,134.202565,153.7338,Mid
25.0,122.00674,411.00674,Mid
25.0,90.639088,125.339088,Mid
25.0,84.185387,180.856996,Mid
25.0,84.136909,89.476265,Mid
25.0,83.823381,166.842739,Mid
25.0,82.622655,114.576403,Mid
25.0,82.234139,137.984788,Mid
25.0,80.936232,102.992536,Mid
25.0,80.048433,171.302226,Mid
25.0,80.014842,142.033509,Mid
25.0,77.267296,120.832383,Mid
25.0,76.270454,76.271995,Mid
25.0,74.273505,164.035753,Mid
25.0,71.500556,277.902373,Mid
25.0,71.30976,152.500343,Mid
25.0,70.66222,149.228078,Mid
25.0,66.528,98.406855,Mid
25.0,60.457138,96.633833,Mid
25.0,56.505065,56.505065,Mid
25.0,55.973336,91.03676,Mid
25.0,54.607383,119.295584,Mid
25.0,54.098051,112.798051,Mid
25.0,51.676606,115.036108,Mid
25.0,51.100486,123.696741,Mid
25.0,49.042224,49.042224,Mid
25.0,48.237389,71.390601,Mid
25.0,47.54506,58.240458,Mid
25.0,46.743809,47.103483,Mid
25.0,45.090374,66.540205,Mid
25.0,44.942821,44.942821,Mid
25.0,43.984987,44.005435,Mid
25.0,43.035725,52.568099,Mid
25.0,43.035725,52.568099,Mid
25.0,42.222647,55.598481,Mid
25.0,41.675994,97.030468,Mid
25.0,41.076865,41.076865,Mid
25.0,40.222514,77.208672,Mid
25.0,39.402572,55.443032,Mid
25.0,39.053061,41.560117,Mid
25.0,38.230435,40.796145,Mid
25.0,37.73881,50.73881,Mid
25.0,36.833473,36.833473,Mid
25.0,36.447959,39.217912,Mid
25.0,36.35135,38.35135,Mid
25.0,36.001502,50.394773,Mid
25.0,35.990505,37.216643,Mid
25.0,35.623801,119.923801,Mid
25.0,35.418723,51.800758,Mid
25.0,35.017297,60.709968,Mid
25.0,34.657731,56.434942,Mid
25.0,33.680992,38.718031,Mid
25.0,32.404188,50.692188,Mid
25.0,32.187017,40.286416,Mid
25.0,31.664162,64.605762,Mid
25.0,31.526393,70.326393,Mid
25.0,30.542576,38.749404,Mid
25.0,30.082699,82.150642,Mid
25.0,29.548291,29.548291,Mid
25.0,28.842237,29.84748,Mid
25.0,28.241469,28.419159,Mid
25.0,27.793018,82.917283,Mid
25.0,25.794018,32.224624,Mid
25.0,25.590119,39.393111,Mid
25.0,25.023424,32.223424,Mid
25.0,24.381334,25.732334,Mid
25.0,23.591432,29.86384,Mid
25.0,23.09101,32.831707,Mid
25.0,22.486409,40.686409,Mid
25.0,21.835784,41.92159,Mid
25.0,21.567853,22.411948,Mid
25.0,19.490041,38.993548,Mid
25.0,17.791031,24.591031,Mid
25.0,17.501244,21.038441,Mid
25.0,17.432844,22.910563,Mid
25.0,17.356894,30.850666,Mid
25.0,17.000612,41.909091,Mid
25.0,16.973715,71.009334,Mid
25.0,16.655224,21.970831,Mid
25.0,16.648499,48.481754,Mid
25.0,16.118077,16.118077,Mid
25.0,15.56786,19.23328,Mid
25.0,15.38217,36.68217,Mid
25.0,15.331289,15.468266,Mid
25.0,15.051977,34.35676,Mid
25.0,14.983572,24.355762,Mid
25.0,14.744435,16.72747,Mid
25.0,14.589444,31.63515,Mid
25.0,14.102929,51.702929,Mid
25.0,13.973532,13.973532,Mid
25.0,13.938332,14.371564,Mid
25.0,13.657115,24.215385,Mid
25.0,13.03866,13.03866,Mid
25.0,12.638526,18.445379,Mid
25.0,12.512862,34.153101,Mid
25.0,12.227722,28.287489,Mid
25.0,11.603545,11.603545,Mid
25.0,11.1,11.208967,Mid
25.0,11.092559,27.572844,Mid
25.0,10.915744,11.229035,Mid
25.0,10.731997,10.731997,Mid
25.0,10.719367,12.219367,Mid
25.0,10.324441,11.253821,Mid
25.0,10.115014,11.115766,Mid
25.0,10.103647,14.805812,Mid
25.0,10.039566,10.039566,Mid
25.0,9.286314,9.286314,Mid
25.0,8.547045,13.008804,Mid
25.0,8.11427,29.206732,Mid
25.0,7.634767,13.314562,Mid
25.0,6.545174,6.682685,Mid
25.0,5.958315,9.36321,Mid
25.0,5.778353,5.778353,Mid
25.0,5.654777,5.654777,Mid
25.0,5.516708,5.516708,Mid
25.0,5.128124,18.991288,Mid
25.0,4.598506,12.850033,Mid
25.0,4.064333,4.064333,Mid
25.0,4.008527,4.049527,Mid
25.0,3.43966,6.25563,Mid
25.0,3.073392,20.052958,Mid
25.0,3.054285,3.82362,Mid
25.0,2.546747,38.112154,Mid
25.0,2.455635,6.792768,Mid
25.0,1.872994,42.42545,Mid
25.0,1.702112,12.413949,Mid
25.0,1.513793,3.771345,Mid
25.0,0.913935,2.024063,Mid
25.0,0.881745,0.881745,Mid
25.0,0.872142,1.415656,Mid
25.0,0.780326,0.780326,Mid
25.0,0.720828,9.313302,Mid
25.0,0.137885,0.146149,Mid
24.2,0.017,10.447579,Mid
24.0,109.713132,133.0,Mid
24.0,101.363301,172.363301,Mid
24.0,97.864733,200.588546,Mid
24.0,90.23076,136.539552,Mid
24.0,81.641405,138.874789,Mid
24.0,75.155,86.737464,Mid
24.0,70.269899,156.22905,Mid
24.0,65.028687,70.027933,Mid
24.0,57.682904,64.282881,Mid
24.0,57.262492,85.527867,Mid
24.0,51.802742,62.989834,Mid
24.0,45.018541,80.812424,Mid
24.0,43.218387,83.531958,Mid
24.0,41.798224,41.798224,Mid
24.0,40.020622,40.020622,Mid
24.0,39.687694,99.135571,Mid
24.0,32.662299,32.662299,Mid
24.0,32.428195,67.348218,Mid
24.0,31.457946,36.856306,Mid
24.0,29.823162,29.823162,Mid
24.0,28.87119,48.308749,Mid
24.0,25.170054,27.732366,Mid
24.0,25.003155,83.66016,Mid
24.0,23.24002,35.792945,Mid
24.0,22.099847,22.099847,Mid
24.0,22.0,22.0,Mid
24.0,16.980098,17.589829,Mid
24.0,12.37241,12.37241,Mid
24.0,12.0963,19.303058,Mid
24.0,9.659074,24.474463,Mid
24.0,8.031955,11.72362,Mid
24.0,6.144806,8.292914,Mid
24.0,4.356126,4.356126,Mid
23.6,75.590286,102.236596,Mid
23.0,161.491646,190.191646,Mid
23.0,85.080171,319.995019,Mid
23.0,84.919401,178.919401,Mid
23.0,65.647413,141.247413,Mid
23.0,64.460211,80.171596,Mid
23.0,53.302314,112.03687,Mid
23.0,52.614445,90.614445,Mid
23.0,40.962534,77.735925,Mid
23.0,39.235088,53.182088,Mid
23.0,29.719483,35.067665,Mid
23.0,27.338033,38.684906,Mid
23.0,21.973182,22.20489,Mid
23.0,18.653615,18.653615,Mid
23.0,16.123851,19.123851,Mid
23.0,15.566093,23.855847,Mid
23.0,13.590514,14.563409,Mid
23.0,13.019253,13.019253,Mid
23.0,12.803305,12.803305,Mid
23.0,12.189514,12.291975,Mid
23.0,11.511323,11.778396,Mid
23.0,10.660147,10.660147,Mid
23.0,7.018525,7.018525,Mid
23.0,6.777741,24.48915,Mid
23.0,0.036686,13.593473,Mid
23.0,0.036686,13.593473,Mid
23.0,0.036686,13.593473,Mid
22.7,38.119483,38.119483,Mid
22.5,71.985628,131.26337,Mid
22.5,10.663357,32.398681,Mid
22.5,4.200117,31.054727,Mid
22.0,217.631306,517.599988,Mid
22.0,176.484651,369.884651,Mid
22.0,145.539357,190.506,Mid
22.0,117.450119,363.391647,Mid
22.0,90.648202,146.590987,Mid
22.0,75.600072,80.491516,Mid
22.0,71.516617,175.516617,Mid
22.0,59.700064,70.949793,Mid
22.0,55.762229,55.762229,Mid
22.0,54.235441,94.270488,Mid
22.0,52.767889,127.767889,Mid
22.0,51.97069,95.708457,Mid
22.0,50.621733,110.521733,Mid
22.0,49.008662,77.229695,Mid
22.0,40.270895,92.542418,Mid
22.0,36.471796,113.152222,Mid
22.0,36.020063,57.520063,Mid
22.0,33.316821,41.771168,Mid
22.0,30.659817,55.616322,Mid
22.0,30.080225,64.220196,Mid
22.0,30.059386,33.7624,Mid
22.0,25.842377,25.842377,Mid
22.0,23.530831,27.882226,Mid
22.0,22.400154,45.273464,Mid
22.0,20.738724,35.609577,Mid
22.0,20.668843,25.044057,Mid
22.0,20.158492,51.695362,Mid
22.0,20.158492,51.695362,Mid
22.0,19.528602,31.013349,Mid
22.0,19.351569,25.873142,Mid
22.0,19.28813,19.28813,Mid
22.0,17.951431,22.861785,Mid
22.0,16.02967,69.698495,Mid
22.0,15.716828,15.716828,Mid
22.0,14.25283,14.307223,Mid
22.0,13.555988,13.560782,Mid
22.0,12.784713,20.034713,Mid
22.0,11.962712,12.967012,Mid
22.0,11.330849,15.434375,Mid
22.0,10.69621,10.69621,Mid
22.0,9.818792,9.818792,Mid
22.0,6.069605,6.756412,Mid
22.0,5.0,5.0,Mid
22.0,3.242457,19.563579,Mid
22.0,1.810078,4.06502,Mid
21.6,12.0,12.006232,Mid
21.5,49.033882,92.987651,Mid
21.5,24.419219,24.419219,Mid
21.5,22.331846,22.331846,Mid
21.5,16.684352,74.290305,Mid
21.0,132.092958,236.412453,Mid
21.0,60.311495,94.523781,Mid
21.0,54.724696,111.809732,Mid
21.0,52.037603,52.037603,Mid
21.0,45.78572,45.78572,Mid
21.0,42.739347,48.977233,Mid
21.0,42.273609,42.273609,Mid
21.0,40.222729,43.72856,Mid
21.0,37.729698,38.017873,Mid
21.0,36.605602,43.632609,Mid
21.0,35.417038,97.389568,Mid
21.0,30.718107,34.83608,Mid
21.0,25.296447,43.928932,Mid
21.0,24.850922,39.319801,Mid
21.0,24.149393,81.428388,Mid
21.0,21.731001,36.882378,Mid
21.0,17.760244,17.760244,Mid
21.0,16.289867,17.589867,Mid
21.0,9.451946,10.108016,Mid
21.0,6.830957,6.830957,Mid
21.0,0.970816,5.046038,Mid
21.0,0.557241,0.606162,Mid
21.0,0.017396,0.017396,Mid
20.7,104.963598,150.467919,Mid
20.7,2.840417,2.840417,Mid
20.5,69.701637,69.701637,Mid
20.5,20.264436,30.241435,Mid
20.0,206.333165,438.656843,Mid
20.0,175.08458,256.022707,Mid
20.0,173.585516,358.99485,Mid
20.0,169.100479,340.800479,Mid
20.0,153.665036,276.665036,Mid
20.0,151.101803,437.459811,Mid
20.0,137.400141,317.07155,Mid
20.0,132.675402,164.675402,Mid
20.0,132.422809,310.88432,Mid
20.0,130.726716,275.726716,Mid
20.0,121.697323,183.097323,Mid
20.0,117.229692,171.685793,Mid
20.0,113.257297,180.485601,Mid
20.0,111.048468,246.999039,Mid
20.0,102.922376,208.900376,Mid
20.0,94.514402,154.218168,Mid
20.0,92.002155,130.851162,Mid
20.0,84.525432,96.407655,Mid
20.0,83.140306,111.174248,Mid
20.0,82.674398,98.114471,Mid
20.0,82.624961,175.5078,Mid
20.0,81.261177,131.944672,Mid
20.0,80.818974,118.537627,Mid
20.0,78.222753,78.222753,Mid
20.0,77.698625,153.698625,Mid
20.0,70.433227,122.133227,Mid
20.0,69.148997,111.448997,Mid
20.0,68.261644,73.964713,Mid
20.0,67.383924,71.232214,Mid
20.0,64.07986,105.016358,Mid
20.0,62.950384,92.678948,Mid
20.0,60.095852,60.831067,Mid
20.0,57.386418,96.860808,Mid
20.0,56.671993,180.765061,Mid
20.0,56.398162,56.398875,Mid
20.0,56.245075,208.064908,Mid
20.0,54.611903,69.911903,Mid
20.0,54.030051,54.404202,Mid
20.0,53.976987,53.98022,Mid
20.0,53.548586,97.628717,Mid
20.0,50.008143,50.008143,Mid
20.0,49.823037,49.823037,Mid
20.0,48.548426,85.146165,Mid
20.0,47.901582,139.924202,Mid
20.0,47.852604,84.146832,Mid
20.0,46.752382,67.192859,Mid
20.0,45.542421,96.147688,Mid
20.0,45.055776,91.902438,Mid
20.0,45.055776,91.902438,Mid
20.0,43.80831,48.266163,Mid
20.0,43.549096,46.627836,Mid
20.0,42.656255,43.658157,Mid
20.0,41.975388,41.975388,Mid
20.0,41.596251,78.769428,Mid
20.0,40.847995,62.634998,Mid
20.0,39.739367,86.858578,Mid
20.0,39.263506,44.821299,Mid
20.0,39.143839,70.743839,Mid
20.0,38.583626,85.583945,Mid
20.0,38.264085,79.114085,Mid
20.0,37.672944,37.672944,Mid
20.0,37.537675,37.540012,Mid
20.0,37.44218,41.34218,Mid
20.0,36.880033,46.244066,Mid
20.0,36.661504,81.424988,Mid
20.0,35.841901,35.841901,Mid
20.0,35.782828,35.782828,Mid
20.0,35.606376,67.950723,Mid
20.0,34.366518,72.401378,Mid
20.0,34.302837,132.121212,Mid
20.0,33.44647,53.191101,Mid
20.0,32.774834,50.948811,Mid
20.0,32.051917,32.051917,Mid
20.0,32.015787,78.613981,Mid
20.0,32.01086,48.680977,Mid
20.0,31.841299,57.293371,Mid
20.0,31.678778,31.678778,Mid
20.0,30.113491,68.349884,Mid
20.0,30.06066,66.143005,Mid
20.0,29.795299,55.57621,Mid
20.0,29.062561,29.227561,Mid
20.0,27.277055,47.881663,Mid
20.0,26.910736,30.399714,Mid
20.0,26.890041,44.513466,Mid
20.0,26.7927,26.7927,Mid
20.0,26.418667,65.457811,Mid
20.0,26.004851,47.124638,Mid
20.0,25.728961,25.736162,Mid
20.0,25.702053,32.838945,Mid
20.0,25.584685,30.703845,Mid
20.0,25.107267,48.958353,Mid
20.0,24.704837,38.794346,Mid
20.0,23.43825,34.718173,Mid
20.0,23.364784,38.164784,Mid
20.0,23.216862,39.519588,Mid
20.0,23.216862,39.519588,Mid
20.0,23.186769,39.686769,Mid
20.0,23.08648,27.565514,Mid
20.0,22.105643,46.844357,Mid
20.0,21.541218,37.226218,Mid
20.0,21.413105,21.413105,Mid
20.0,21.284514,27.688744,Mid
20.0,20.268825,20.268825,Mid
20.0,20.211394,27.911453,Mid
20.0,20.180155,32.608019,Mid
20.0,19.661987,20.081987,Mid
20.0,19.21925,34.787111,Mid
20.0,18.88288,20.819601,Mid
20.0,18.82649,18.82649,Mid
20.0,18.4,18.4,Mid
20.0,18.354356,56.82296,Mid
20.0,18.253415,18.310591,Mid
20.0,18.098433,55.686944,Mid
20.0,17.807569,17.807569,Mid
20.0,17.612099,17.612099,Mid
20.0,17.468887,22.119269,Mid
20.0,17.104669,102.034104,Mid
20.0,16.988996,16.988996,Mid
20.0,16.883115,45.173738,Mid
20.0,16.57459,20.614661,Mid
20.0,16.248701,59.667625,Mid
20.0,15.988876,23.661038,Mid
20.0,15.800078,74.180745,Mid
20.0,15.712072,16.612072,Mid
20.0,15.543862,17.430594,Mid
20.0,15.473333,15.473333,Mid
20.0,15.464026,18.250106,Mid
20.0,15.055091,15.055091,Mid
20.0,14.363397,19.121531,Mid
20.0,14.326865,33.943049,Mid
20.0,14.190901,36.720752,Mid
20.0,14.011084,30.163785,Mid
20.0,13.801755,13.801755,Mid
20.0,13.651946,36.766293,Mid
20.0,13.548322,14.566246,Mid
20.0,13.395961,13.725032,Mid
20.0,13.383747,13.383747,Mid
20.0,13.367624,29.958228,Mid
20.0,13.367624,29.958228,Mid
20.0,12.987647,26.348203,Mid
20.0,12.639297,25.943792,Mid
20.0,12.545979,22.281732,Mid
20.0,12.482775,15.466961,Mid
20.0,12.398628,12.398628,Mid
20.0,12.234694,17.306648,Mid
20.0,12.134935,28.270399,Mid
20.0,11.74496,11.74496,Mid
20.0,11.175164,30.894247,Mid
20.0,11.036366,27.836366,Mid
20.0,10.686841,10.686841,Mid
20.0,10.570375,10.570375,Mid
20.0,10.555348,10.555348,Mid
20.0,9.725847,34.6,Mid
20.0,9.534258,16.907831,Mid
